date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:25:57	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:25:57%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665721562275-3D3NUZ9OON6KU9Q6O9JR/unsplash-image-rgJ1J8SDEAY.jpg	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665721562275-3D3NUZ9OON6KU9Q6O9JR/unsplash-image-rgJ1J8SDEAY.jpg	(from https://www.transitionsfvs.org/programs-1)
23:25:58	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:25:58%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665721344327-SFHUMIXSLOEZ99AKDC4D/unsplash-image-89bQBucvJdw.jpg	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665721344327-SFHUMIXSLOEZ99AKDC4D/unsplash-image-89bQBucvJdw.jpg	(from https://www.transitionsfvs.org/programs-1)
23:25:59	446/446	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:25:59%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665721208299-4VRHVQ265K9X1SD38U1M/unsplash-image-DFtjXYd5Pto.jpg	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665721208299-4VRHVQ265K9X1SD38U1M/unsplash-image-DFtjXYd5Pto.jpg	(from https://www.transitionsfvs.org/programs-1)
23:26:00	0/0	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Oct%202022%2022:25:09%20GMT	https://images.squarespace-cdn.com/robots.txt		(from https://www.transitionsfvs.org/)
23:26:00	446/446	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:00%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665720650377-VAOUJKFZBUF6IUPJ8GL4/unsplash-image-veNb0DDegzE.jpg	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665720650377-VAOUJKFZBUF6IUPJ8GL4/unsplash-image-veNb0DDegzE.jpg	(from https://www.transitionsfvs.org/programs-1)
23:26:01	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:01%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665719296707-003VSIKCVU115TTMC9FJ/unsplash-image-x-SXHrnVSRI.jpg	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665719296707-003VSIKCVU115TTMC9FJ/unsplash-image-x-SXHrnVSRI.jpg	(from https://www.transitionsfvs.org/programs-1)
23:26:02	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:02%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665719635253-FWUHYS0TB1P06BVGY3JP/unsplash-image-TZCppMjaOHU.jpg	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665719635253-FWUHYS0TB1P06BVGY3JP/unsplash-image-TZCppMjaOHU.jpg	(from https://www.transitionsfvs.org/programs-1)
23:26:03	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	text/javascript	etag:%225c1d8aa63b7651dfd11fd6305513a4e1%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-d41f6cf84139c06bc8ec6-min.en-US.js	/home/george/websites/shdh/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-d41f6cf84139c06bc8ec6-min.en-US.js	(from https://www.transitionsfvs.org/impact)
23:26:04	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	text/javascript	etag:%22ea75651d001d6bc9a6e26a573e1bdc37%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-55a9c8db448610f9499fc-min.en-US.js	/home/george/websites/shdh/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-55a9c8db448610f9499fc-min.en-US.js	(from https://www.transitionsfvs.org/contactus)
23:26:05	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2019%20Oct%202022%2022:26:01%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.transitionsfvs.org/)
23:26:05	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	text/javascript	etag:%22b34eedcfb76e1f01fe59d3f77d0ba4a6%22	http://assets.squarespace.com/universal/scripts-compressed/common-d2ba0c5a13ef3e9671a76-min.en-US.js	/home/george/websites/shdh/assets.squarespace.com/universal/scripts-compressed/common-d2ba0c5a13ef3e9671a76-min.en-US.js	(from https://www.transitionsfvs.org/contactus)
23:26:06	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	text/javascript	etag:%22bbd9f189cb09e24082d2650d266ba1d3%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-b427727925bafe0b53fb1-min.en-US.js	/home/george/websites/shdh/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-b427727925bafe0b53fb1-min.en-US.js	(from https://www.transitionsfvs.org/partners)
23:26:06	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	text/javascript	etag:W/%225f3bd8f818190c88a035e30e99e4589a%22	http://assets.squarespace.com/universal/scripts-compressed/common-70ae22c03c3bcfc2744b0-min.en-US.js	/home/george/websites/shdh/assets.squarespace.com/universal/scripts-compressed/common-70ae22c03c3bcfc2744b0-min.en-US.js	(from https://www.transitionsfvs.org/partners)
23:26:07	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:08	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2233717d3279e74c9fe5e9bb7a75b6c3fb--gzip%22	https://static1.squarespace.com/static/ta/55f0a9b0e4b0f3eb70352f6d/349/scripts/site-bundle.js	/home/george/websites/shdh/static1.squarespace.com/static/ta/55f0a9b0e4b0f3eb70352f6d/349/scripts/site-bundle.js	(from https://www.transitionsfvs.org/)
23:26:08	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:09	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:08%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1517075153906-4JOJ12UT3GIKOVM4CZMM/unnamed-14.jpg	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1517075153906-4JOJ12UT3GIKOVM4CZMM/unnamed-14.jpg	(from https://www.transitionsfvs.org/partners)
23:26:09	446/446	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:08%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034643-25717SCG5IYJ4ANOINRR/Bernadine.png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034643-25717SCG5IYJ4ANOINRR/Bernadine.png	(from https://www.transitionsfvs.org/partners)
23:26:09	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:09%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034758-L6KQ7RUJ2CEZMTUN4AZY/Gately+Comm..png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034758-L6KQ7RUJ2CEZMTUN4AZY/Gately+Comm..png	(from https://www.transitionsfvs.org/partners)
23:26:09	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:09%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034694-4EV628V9CIC613WWO7NO/DCJS.png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034694-4EV628V9CIC613WWO7NO/DCJS.png	(from https://www.transitionsfvs.org/partners)
23:26:09	85589/85589	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	/home/george/websites/shdh/ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	(from https://www.transitionsfvs.org/)
23:26:10	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:10%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034950-K95DJUZY20J9JQWF4XQJ/HUD.png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034950-K95DJUZY20J9JQWF4XQJ/HUD.png	(from https://www.transitionsfvs.org/partners)
23:26:10	446/446	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:10%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034820-VBD0JME6RIR1ZMZT6OPC/Hampton.png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034820-VBD0JME6RIR1ZMZT6OPC/Hampton.png	(from https://www.transitionsfvs.org/partners)
23:26:10	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:10%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034910-O8TJS0DSQW807JW9NEFV/Holiday+Fund.png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224034910-O8TJS0DSQW807JW9NEFV/Holiday+Fund.png	(from https://www.transitionsfvs.org/partners)
23:26:10	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:11	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:11%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224035247-NWWNFHUILTRMIZYJCIIM/United+Way.png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224035247-NWWNFHUILTRMIZYJCIIM/United+Way.png	(from https://www.transitionsfvs.org/partners)
23:26:11	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:11%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224035019-5C08DSZ6ELRJ877014IS/Langley+FCU.png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1518224035019-5C08DSZ6ELRJ877014IS/Langley+FCU.png	(from https://www.transitionsfvs.org/partners)
23:26:12	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:12	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:12%20GMT	https://static1.squarespace.com/static/5a5481e818b27dc35ee7fe27/t/62e1535937750b4f2578b29b/1658934106116/Internship+Packet+2020.pdf	/home/george/websites/shdh/static1.squarespace.com/static/5a5481e818b27dc35ee7fe27/t/62e1535937750b4f2578b29b/1658934106116/Internship+Packet+2020.pdf	(from https://www.transitionsfvs.org/volunteer/internships)
23:26:12	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:12%20GMT	https://static1.squarespace.com/static/5a5481e818b27dc35ee7fe27/t/6348c9ee0fc2f80748bc01b0/1665714670813/New+Volunteer+Packet+2020.doc	/home/george/websites/shdh/static1.squarespace.com/static/5a5481e818b27dc35ee7fe27/t/6348c9ee0fc2f80748bc01b0/1665714670813/New%20Volunteer%20Packet%202020.doc_;%20filename_=UTF-8''New+Volunteer+Packet+2020.doc	(from https://www.transitionsfvs.org/volunteer/internships)
23:26:13	446/446	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:13%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1539268817336-4F5NKQLER5A7BUKMORNW/20180906_154305.jpg	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1539268817336-4F5NKQLER5A7BUKMORNW/20180906_154305.jpg	(from https://www.transitionsfvs.org/donate-3)
23:26:13	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	text/javascript	etag:%2276df36cb30e91b7a90f5b4e311e7a40c%22	http://assets.squarespace.com/universal/scripts-compressed/common-a92ce91e34df3432d2e50-min.en-US.js	/home/george/websites/shdh/assets.squarespace.com/universal/scripts-compressed/common-a92ce91e34df3432d2e50-min.en-US.js	(from https://www.transitionsfvs.org/donate-3)
23:26:13	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	text/javascript	etag:W/%225520c55944aef023e948d1385bdf2bc9%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-805006b75761f2c236cad-min.en-US.js	/home/george/websites/shdh/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-805006b75761f2c236cad-min.en-US.js	(from https://www.transitionsfvs.org/donate-3)
23:26:14	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:14	1597/1597	URF---	200	added ('OK%20(cached)')	image/gif		https://www.paypalobjects.com/en_US/i/btn/btn_donate_LG.gif	/home/george/websites/shdh/www.paypalobjects.com/en_US/i/btn/btn_donate_LG.gif	(from https://www.transitionsfvs.org/donate-3)
23:26:15	446/446	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:15%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665711458033-CV3C9YTC64NGUPYTS4KN/TFVS+Needs+List.png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665711458033-CV3C9YTC64NGUPYTS4KN/TFVS+Needs+List.png	(from https://www.transitionsfvs.org/donate-3)
23:26:16	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:16%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665711872934-FRTSZ6Y3UCDZ3FBFIO10/Donation+List+(6+%c3%97+6+in).png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1665711872934-FRTSZ6Y3UCDZ3FBFIO10/Donation+List+(6+%c3%97+6+in).png	(from https://www.transitionsfvs.org/donate-3)
23:26:16	446/446	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:16%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1517011744695-QHCBR11605AVM08JIMLK/unnamed-3.jpg	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1517011744695-QHCBR11605AVM08JIMLK/unnamed-3.jpg	(from https://www.transitionsfvs.org/supporting-a-survivor)
23:26:16	43/43	URF---	200	added ('OK%20(cached)')	image/gif		https://www.paypalobjects.com/en_US/i/scr/pixel.gif	/home/george/websites/shdh/www.paypalobjects.com/en_US/i/scr/pixel.gif	(from https://www.transitionsfvs.org/donate-3)
23:26:16	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:17	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	text/javascript	etag:%22af4303c5d047fa987fcdc5195fa0856f%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-bed8d97ee526e6b095bb8-min.en-US.js	/home/george/websites/shdh/assets.squarespace.com/universal/scripts-compressed/common-vendors-bed8d97ee526e6b095bb8-min.en-US.js	(from https://www.transitionsfvs.org/events)
23:26:17	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:17%20GMT	https://images.squarespace-cdn.com/content/5a5481e818b27dc35ee7fe27/1658440209656-RF9WTCP6C6U6CMW1XQB0/Fast+%26+Funky+2022+5k+Run+Flyer+%28Facebook+Post%29.png?content-type=image%2Fpng	/home/george/websites/shdh/images.squarespace-cdn.com/content/5a5481e818b27dc35ee7fe27/1658440209656-RF9WTCP6C6U6CMW1XQB0/Fast+&+Funky+2022+5k+Run+Flyer+(Facebook+Post)5d45.png	(from https://www.transitionsfvs.org/events)
23:26:17	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	text/javascript	etag:%228763bdc1bd378d5ac162ee93d79355a2%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-45e70bb04659536413781-min.en-US.js	/home/george/websites/shdh/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-45e70bb04659536413781-min.en-US.js	(from https://www.transitionsfvs.org/events)
23:26:18	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:19	357/357	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://www.transitionsfvs.org/events/2022/10/22/fast-amp-funky-5k-runwalk?format=ical	/home/george/websites/shdh/www.transitionsfvs.org/events/2022/10/22/fast-amp-funky-5k-runwalkd859	(from https://www.transitionsfvs.org/events)
23:26:20	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:20	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:20	408/408	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://www.transitionsfvs.org/events/2018/10/29/remember-my-name-2018?format=ical	/home/george/websites/shdh/www.transitionsfvs.org/events/2018/10/29/remember-my-name-2018d859	(from https://www.transitionsfvs.org/events)
23:26:20	267/267	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://www.transitionsfvs.org/events/adoptafamily?format=ical	/home/george/websites/shdh/www.transitionsfvs.org/events/adoptafamilyd859	(from https://www.transitionsfvs.org/events)
23:26:20	346/346	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://www.transitionsfvs.org/events/2018/2/12/womens-support-group-95npj?format=ical	/home/george/websites/shdh/www.transitionsfvs.org/events/2018/2/12/womens-support-group-95npjd859	(from https://www.transitionsfvs.org/events)
23:26:21	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:23	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:23%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1522439088295-0LISWCXMQKRTDIE1V0F7/Unmasking+Mini+Flyer.png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1522439088295-0LISWCXMQKRTDIE1V0F7/Unmasking+Mini+Flyer.png	(from https://www.transitionsfvs.org/events)
23:26:23	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:23%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1522438686788-P259BFSDNQET53YQ4IP6/Screen+Shot+2018-03-30+at+3.27.00+PM.png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1522438686788-P259BFSDNQET53YQ4IP6/Screen+Shot+2018-03-30+at+3.27.00+PM.png	(from https://www.transitionsfvs.org/events)
23:26:23	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:24	357/357	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://www.transitionsfvs.org/events/2018/2/21/donation-day?format=ical	/home/george/websites/shdh/www.transitionsfvs.org/events/2018/2/21/donation-dayd859	(from https://www.transitionsfvs.org/events)
23:26:24	476/476	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://www.transitionsfvs.org/events/2018/4/21/casino-night-a-masquerade-ball?format=ical	/home/george/websites/shdh/www.transitionsfvs.org/events/2018/4/21/casino-night-a-masquerade-balld859	(from https://www.transitionsfvs.org/events)
23:26:24	346/346	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://www.transitionsfvs.org/events/2018/2/12/womens-support-group-9sw96?format=ical	/home/george/websites/shdh/www.transitionsfvs.org/events/2018/2/12/womens-support-group-9sw96d859	(from https://www.transitionsfvs.org/events)
23:26:25	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
23:26:26	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:26%20GMT	https://static1.squarespace.com/static/5a5481e818b27dc35ee7fe27/t/62d9cda5c79cd2466eccb7c3/1658441125536/2022+5K+Sponsorship+Package_+Final.pdf	/home/george/websites/shdh/static1.squarespace.com/static/5a5481e818b27dc35ee7fe27/t/62d9cda5c79cd2466eccb7c3/1658441125536/2022+5K+Sponsorship+Package_+Final.pdf	(from https://www.transitionsfvs.org/2022-fast-funky-5k-runwalk)
23:26:26	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:26%20GMT	https://images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1658443079957-71W2NC90J8VUOD6QR00H/Fast+%26+Funky+2022+5k+Run+Flyer+(1).png	/home/george/websites/shdh/images.squarespace-cdn.com/content/v1/5a5481e818b27dc35ee7fe27/1658443079957-71W2NC90J8VUOD6QR00H/Fast+&+Funky+2022+5k+Run+Flyer+(1).png	(from https://www.transitionsfvs.org/2022-fast-funky-5k-runwalk)
23:26:27	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2019%20Oct%202022%2022:26:27%20GMT	https://images.squarespace-cdn.com/content/5a5481e818b27dc35ee7fe27/1e5f80ad-0207-453f-8d69-956b1d0b525d/Fast+%26+Funky+2022+5k+Run+Flyer+%28Facebook+Post%29.png?content-type=image%2Fpng	/home/george/websites/shdh/images.squarespace-cdn.com/content/5a5481e818b27dc35ee7fe27/1e5f80ad-0207-453f-8d69-956b1d0b525d/Fast+&+Funky+2022+5k+Run+Flyer+(Facebook+Post)5d45.png	(from https://www.transitionsfvs.org/events/2022/10/22/fast-amp-funky-5k-runwalk)
23:26:27	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	/home/george/websites/shdh/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/sitecss/5a5481e818b27dc35ee7fe27/126/55f0aac0e4b0f0a5b7e0b22e/5a5e9e1b53450ae875ec5799/349/site.css)
